0.0	6.946991	0.0	6.828858	0.0	7.25473	0.0	6.802338	0.0	8.363587
0.000889	6.9469	0.000889	6.828949	0.000889	7.254395	0.000889	6.802124	0.000889	8.36377
0.001778	6.947205	0.001778	6.829071	0.001778	7.253876	0.001778	6.802124	0.001778	8.364319
0.002667	6.947723	0.002667	6.82904	0.002667	7.253418	0.002667	6.802093	0.002667	8.364441
0.003556	6.94812	0.003556	6.829041	0.003556	7.253174	0.003556	6.801758	0.003556	8.364014
0.004444	6.947967	0.004444	6.829193	0.004444	7.253235	0.004444	6.801605	0.004444	8.36383
0.005333	6.947937	0.005333	6.828918	0.005333	7.253907	0.005333	6.801727	0.005333	8.364288
0.006222	6.947907	0.006222	6.828888	0.006222	7.254608	0.006222	6.802094	0.006222	8.36496
0.007111	6.947632	0.007111	6.828705	0.007111	7.255127	0.007111	6.802521	0.007111	8.365113
0.008	6.947693	0.008	6.828583	0.008	7.254944	0.008	6.802673	0.008	8.365173
0.008889	6.948151	0.008889	6.828492	0.008889	7.255035	0.008889	6.802704	0.008889	8.365174
0.009778	6.948395	0.009778	6.828675	0.009778	7.255341	0.009778	6.803101	0.009778	8.365235
0.010667	6.949189	0.010667	6.829468	0.010667	7.25531	0.010667	6.804261	0.010667	8.365815
0.011556	6.949951	0.011556	6.830445	0.011556	7.255585	0.011556	6.805512	0.011556	8.36673
0.012444	6.950531	0.012444	6.831208	0.012444	7.255188	0.012444	6.806	0.012444	8.367127
0.013333	6.950745	0.013333	6.831574	0.013333	7.25467	0.013333	6.806275	0.013333	8.367218
0.014222	6.951172	0.014222	6.832123	0.014222	7.254577	0.014222	6.806671	0.014222	8.367371
0.015111	6.951873	0.015111	6.832519	0.015111	7.254517	0.015111	6.806945	0.015111	8.367706
0.016	6.953094	0.016	6.833191	0.016	7.254303	0.016	6.807678	0.016	8.368255
0.016889	6.953979	0.016889	6.83435	0.016889	7.253998	0.016889	6.808868	0.016889	8.369049
0.017778	6.955048	0.017778	6.835754	0.017778	7.254394	0.017778	6.810181	0.017778	8.369812
0.018667	6.956207	0.018667	6.837036	0.018667	7.255066	0.018667	6.811584	0.018667	8.37091
0.019556	6.957764	0.019556	6.837982	0.019556	7.25531	0.019556	6.812592	0.019556	8.371704
0.020444	6.959168	0.020444	6.83902	0.020444	7.255066	0.020444	6.813691	0.020444	8.372498
0.021333	6.960358	0.021333	6.84024	0.021333	7.254974	0.021333	6.814636	0.021333	8.373474
0.022222	6.961548	0.022222	6.841522	0.022222	7.255432	0.022222	6.815674	0.022222	8.37439
0.023111	6.962067	0.023111	6.841919	0.023111	7.255859	0.023111	6.816162	0.023111	8.374909
0.024	6.962616	0.024	6.842407	0.024	7.256439	0.024	6.81665	0.024	8.37558
0.024889	6.96286	0.024889	6.842896	0.024889	7.256592	0.024889	6.817261	0.024889	8.376191
0.025778	6.963104	0.025778	6.843292	0.025778	7.256775	0.025778	6.817749	0.025778	8.377044
0.026667	6.962982	0.026667	6.842865	0.026667	7.257294	0.026667	6.817688	0.026667	8.376984
0.027556	6.962982	0.027556	6.842499	0.027556	7.257996	0.027556	6.817749	0.027556	8.376648
0.028444	6.962555	0.028444	6.842133	0.028444	7.258423	0.028444	6.817016	0.028444	8.375915
0.029333	6.961944	0.029333	6.841888	0.029333	7.258392	0.029333	6.816101	0.029333	8.375488
0.030222	6.96051	0.030222	6.841004	0.030222	7.257476	0.030222	6.815247	0.030222	8.374878
0.031111	6.959289	0.031111	6.839783	0.031111	7.256592	0.031111	6.814636	0.031111	8.374542
0.032	6.958283	0.032	6.838532	0.032	7.256225	0.032	6.813935	0.032	8.374085
0.032889	6.957153	0.032889	6.837097	0.032889	7.256257	0.032889	6.812591	0.032889	8.373077
0.033778	6.955841	0.033778	6.835998	0.033778	7.256744	0.033778	6.811584	0.033778	8.372192
0.034667	6.954224	0.034667	6.834992	0.034667	7.256378	0.034667	6.810425	0.034667	8.371277
0.035556	6.952698	0.035556	6.833679	0.035556	7.256226	0.035556	6.809265	0.035556	8.370209
0.036444	6.95105	0.036444	6.832245	0.036444	7.255981	0.036444	6.807739	0.036444	8.368866
0.037333	6.949188	0.037333	6.830871	0.037333	7.255677	0.037333	6.806305	0.037333	8.367309
0.038222	6.946869	0.038222	6.829254	0.038222	7.255158	0.038222	6.804565	0.038222	8.365082
0.039111	6.944519	0.039111	6.827637	0.039111	7.255219	0.039111	6.802704	0.039111	8.363068
0.04	6.942292	0.04	6.82602	0.04	7.255188	0.04	6.800934	0.04	8.360993
0.040889	6.940704	0.040889	6.824676	0.040889	7.255219	0.040889	6.799591	0.040889	8.359497
0.041778	6.939148	0.041778	6.823151	0.041778	7.25528	0.041778	6.797852	0.041778	8.358002
0.042667	6.937775	0.042667	6.821991	0.042667	7.255463	0.042667	6.796357	0.042667	8.356476
0.043556	6.936523	0.043556	6.820343	0.043556	7.255127	0.043556	6.7948	0.043556	8.354675
0.044444	6.934601	0.044444	6.818817	0.044444	7.254547	0.044444	6.793244	0.044444	8.35318
0.045333	6.932373	0.045333	6.817292	0.045333	7.253815	0.045333	6.791169	0.045333	8.351776
0.046222	6.930389	0.046222	6.815582	0.046222	7.253754	0.046222	6.789001	0.046222	8.350341
0.047111	6.929138	0.047111	6.814545	0.047111	7.254608	0.047111	6.78717	0.047111	8.348908
0.048	6.927887	0.048	6.81372	0.048	7.255127	0.048	6.785736	0.048	8.347107
0.048889	6.927002	0.048889	6.812592	0.048889	7.255615	0.048889	6.783905	0.048889	8.345307
0.049778	6.926117	0.049778	6.810944	0.049778	7.256561	0.049778	6.781708	0.049778	8.343445
0.050667	6.925476	0.050667	6.809387	0.050667	7.256897	0.050667	6.779297	0.050667	8.341583
0.051556	6.925292	0.051556	6.808319	0.051556	7.256501	0.051556	6.777557	0.051556	8.340423
0.052444	6.925262	0.052444	6.807861	0.052444	7.256195	0.052444	6.776123	0.052444	8.339691
0.053333	6.92508	0.053333	6.807679	0.053333	7.25589	0.053333	6.774903	0.053333	8.338959
0.054222	6.924469	0.054222	6.807251	0.054222	7.256135	0.054222	6.773163	0.054222	8.337647
0.055111	6.924255	0.055111	6.806854	0.055111	7.25653	0.055111	6.771149	0.055111	8.3367
0.056	6.923767	0.056	6.805969	0.056	7.257019	0.056	6.768982	0.056	8.335938
0.056889	6.923157	0.056889	6.804962	0.056889	7.257232	0.056889	6.766724	0.056889	8.3349
